,Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
2524,tour_idj32co4ts,0.30149847,0.34637564,0.010905327,0.024574362,0.057658155,0.25898805
2525,tour_idgu1p62fd,0.24502881,0.6241324,0.012751818,0.022979144,0.009168457,0.08593941
2526,tour_idl53qtgh3,0.15075009,0.069300115,0.0030899276,0.010984549,0.12118894,0.64468634
2527,tour_idncuxmktu,0.47741476,0.11631492,0.008124506,0.018376714,0.04478972,0.33497941
2528,tour_idnd1v2h9p,0.21126089,0.7022409,0.012741856,0.017931528,0.0071096397,0.048715178
2529,tour_idfzyc7h93,0.07102464,0.13421865,0.025567038,0.052254546,0.4329988,0.28393635
2530,tour_idms21n4we,0.3050529,0.6071671,0.0038491702,0.017035902,0.0062783654,0.060616545
2531,tour_idbjkv537l,0.5270485,0.26563975,0.01541128,0.011380267,0.011586241,0.16893393
2532,tour_idhp3a4cyp,0.09721027,0.08567152,0.006097655,0.027947227,0.24428986,0.5387835
2533,tour_idc6iqhgss,0.37717962,0.11194657,0.011994673,0.16851787,0.019482268,0.31087902
2534,tour_idywvl8i90,0.20276982,0.05550408,0.002733443,0.051806662,0.06673249,0.6204535
2535,tour_idgtptqula,0.1673528,0.22255927,0.010935212,0.16587716,0.016021846,0.4172537
2536,tour_idp9gj5b5l,0.4091155,0.48740864,0.007812134,0.008649128,0.005065066,0.08194955
2537,tour_idfrxzxadu,0.31188384,0.52890855,0.002581776,0.029878289,0.013371636,0.11337595
2538,tour_idicmtslac,0.06884337,0.16215675,0.0026961893,0.029645344,0.5221658,0.21449259
2539,tour_ida939hw4k,0.17787053,0.71443504,0.035270184,0.0069050444,0.0058514928,0.059667736
2540,tour_idxhp60wnv,0.025445137,0.08995742,0.0017715056,0.0090378495,0.79969573,0.07409234
2541,tour_id1r7zkb9y,0.074680775,0.15166444,0.009385872,0.039254345,0.27446157,0.45055303
2542,tour_idy4vc66zo,0.4805014,0.07552623,0.0024557998,0.028193165,0.044874553,0.36844882
2543,tour_idnng0z79m,0.05948561,0.78314394,0.070946,0.0052332818,0.007197486,0.0739937
2544,tour_id5lthi0vv,0.24923271,0.5806665,0.019553633,0.010508517,0.015937217,0.12410145
2545,tour_idbp2csy42,0.030176999,0.055609815,0.0041932645,0.06404106,0.62780976,0.2181691
2546,tour_idui71rzl8,0.5741226,0.23827536,0.008015542,0.004639031,0.015460414,0.15948704
2547,tour_idid9o4hh9,0.30021995,0.5552679,0.023140728,0.00878034,0.0063583227,0.10623279
2548,tour_id1n9g2210,0.16078383,0.064670034,0.002775451,0.03470937,0.07376731,0.663294
2549,tour_idtr16t9v3,0.29731905,0.23082954,0.018079475,0.08266886,0.074650064,0.296453
2550,tour_idxbvq4yq7,0.4020885,0.39467,0.014655327,0.018009247,0.08076815,0.08980882
2551,tour_iddgk2689u,0.26640233,0.16368578,0.008037517,0.030908437,0.16948992,0.36147603
2552,tour_idg4ndbri9,0.33761016,0.046549305,0.002778689,0.024380686,0.028277693,0.56040347
2553,tour_idgdce701l,0.34600714,0.54326314,0.0057379776,0.030441884,0.0070345025,0.06751536
2554,tour_iddlbrp1h2,0.25845897,0.07533282,0.0025520336,0.0049498137,0.13930745,0.5193989
2555,tour_idj4g7qfvu,0.29824272,0.14720258,0.0040347297,0.079941854,0.06207904,0.40849912
2556,tour_idxrkg887g,0.114746675,0.02608671,0.00945172,0.039261118,0.110482246,0.69997156
2557,tour_idwjxvp7ug,0.32656965,0.5102304,0.0069949916,0.011868093,0.01413515,0.13020167
2558,tour_idy0qall93,0.23739769,0.12699214,0.009399614,0.04669836,0.2942636,0.28524855
2559,tour_idmhf54uub,0.23442766,0.66614515,0.03016124,0.0023796472,0.008423177,0.058463093
2560,tour_id8x9nw3oi,0.10735853,0.101355776,0.003503847,0.029856766,0.13526243,0.6226626
2561,tour_idwzvgpy3a,0.08237653,0.11906054,0.0037944391,0.01526069,0.36330897,0.41619888
2562,tour_idwpwxm3zo,0.10021259,0.34844488,0.0043831314,0.10545372,0.21693957,0.22456609
2563,tour_id66w3xklk,0.17919278,0.7217062,0.03351861,0.009956582,0.0048106955,0.05081512
2564,tour_id59eixe62,0.21427667,0.08592299,0.0028808012,0.027487598,0.12956104,0.5398709
2565,tour_idcwyfhzw5,0.34712008,0.4185444,0.008696232,0.013797217,0.012433339,0.19940871
2566,tour_idbgdvkk9u,0.4227783,0.4691188,0.0062941196,0.026095644,0.01722696,0.05848611
2567,tour_idy7mqa6dp,0.22872749,0.6964824,0.0076958337,0.0059233443,0.005449674,0.05572125
2568,tour_id8nghj8j3,0.13672155,0.045242753,0.0027953524,0.055216853,0.10586068,0.6541628
2569,tour_idv1yjzbva,0.062443607,0.03739846,0.0025660724,0.007545682,0.15760857,0.7324376
2570,tour_idjr1i30hn,0.31693527,0.29952142,0.0076812655,0.030690007,0.13017564,0.21499644
2571,tour_idivca8dut,0.063280314,0.040502273,0.0029645334,0.027951881,0.64236987,0.22293112
2572,tour_ida6d4ttvw,0.49868542,0.10501875,0.0061919126,0.024187881,0.023047717,0.3428683
2573,tour_id7nbc3kv9,0.06556816,0.05230015,0.004359719,0.05781462,0.37604904,0.4439083
2574,tour_idqvi4sn3w,0.04303377,0.012080674,0.0018485386,0.024777062,0.5862455,0.33201453
2575,tour_id3msiq0fs,0.16448727,0.3555348,0.117288634,0.036213405,0.10724699,0.21922886
2576,tour_id2n24e5me,0.22217877,0.12500082,0.0056237266,0.026931494,0.019153431,0.60111177
2577,tour_id838bxgyt,0.007617035,0.037083205,0.00081499876,0.013217211,0.91626275,0.025004853
2578,tour_idoe3u6sok,0.04437798,0.04094305,0.004023461,0.10510952,0.39331126,0.41223466
2579,tour_id5hdref87,0.2589709,0.62159187,0.005402065,0.012925185,0.008735077,0.0923749
2580,tour_id9i0yb4k9,0.30369583,0.34583834,0.07095525,0.04302742,0.13792448,0.0985587
2581,tour_idcu1agegc,0.58131063,0.04087882,0.0019813457,0.033410396,0.07262654,0.26979226
2582,tour_idi0qzqbp1,0.3845779,0.16985077,0.010313105,0.016214132,0.04027201,0.37877208
2583,tour_id36z3j97i,0.55308896,0.061842207,0.0027161154,0.024630997,0.067654215,0.29006746
2584,tour_idsoa35ezv,0.15000446,0.6761052,0.02054742,0.04536453,0.047293536,0.060684852
2585,tour_id0jrq6tjo,0.3017153,0.20073237,0.008552167,0.10275724,0.060311075,0.32593185
2586,tour_idm8ui63o1,0.24188243,0.57382023,0.02497843,0.0043221563,0.0056731296,0.14932364
2587,tour_idk6hyj3iz,0.4515325,0.3580069,0.011608314,0.055445008,0.010084915,0.11332232
2588,tour_idlhnd9g2w,0.16416349,0.05296044,0.0026702303,0.03678604,0.10893767,0.63448215
2589,tour_idj8657fs1,0.07479265,0.045662,0.0037861646,0.05861032,0.4085834,0.4085655
2590,tour_idv9z6buq4,0.0752174,0.04592132,0.0038076665,0.07190191,0.41090378,0.39224795
2591,tour_id1sxwx4u1,0.17971134,0.7319609,0.01266395,0.008985971,0.007330863,0.05934693
2592,tour_idlu5oagnx,0.45301032,0.42345467,0.009943507,0.028049028,0.022287473,0.06325494
2593,tour_ids3is5kmc,0.111036934,0.7019024,0.09528972,0.013671083,0.0064412453,0.07165867
2594,tour_idzjdhnzhk,0.48983565,0.25928816,0.011008903,0.007648702,0.033447657,0.19877091
2595,tour_id8m3zbx26,0.03203777,0.22556375,0.007869295,0.021087755,0.2081145,0.505327
2596,tour_idja22k7n8,0.39188957,0.3198674,0.010317968,0.0075153545,0.06093562,0.20947409
2597,tour_idi998hzha,0.02934776,0.07927683,0.0015737634,0.005023394,0.24198157,0.6427967
2598,tour_idjbfu3nck,0.20994058,0.07659445,0.0029212527,0.05567084,0.04606374,0.6088092
2599,tour_idetl53on6,0.101086415,0.7818141,0.06385322,0.0038897474,0.01608232,0.033274155
2600,tour_idfhnslru4,0.38830662,0.09516541,0.004253692,0.011905089,0.012920436,0.48744875
2601,tour_id4zi2v7ko,0.3889637,0.41278133,0.0078053144,0.010370625,0.0118257655,0.16825327
2602,tour_idc4i4a8jz,0.35580888,0.45977944,0.0038337796,0.0063876403,0.011632569,0.16255766
2603,tour_idtaahnw89,0.25229967,0.13159654,0.003196437,0.05700451,0.07287167,0.48303115
2604,tour_idzhwkm9az,0.068836175,0.040308572,0.002737333,0.33416453,0.3046695,0.2492839
2605,tour_idpwsv5hsy,0.19379725,0.708806,0.041437916,0.002651187,0.014230825,0.039076854
2606,tour_idi6ix90k4,0.21441992,0.7207004,0.011910459,0.0071074325,0.003573044,0.0422888
2607,tour_idmotft5fl,0.033041198,0.033895224,0.0030884282,0.06913138,0.60349154,0.2573522
2608,tour_idqoyk081i,0.49453533,0.07867276,0.0023648094,0.024418712,0.03878726,0.3612211
2609,tour_idse6xgpn2,0.551908,0.13646512,0.00986946,0.019030178,0.026991343,0.25573587
2610,tour_idqkw0zkwe,0.053755905,0.11623283,0.001912012,0.0110704675,0.082039565,0.73498917
2611,tour_idxd7sbpt4,0.31427577,0.1899035,0.015335206,0.03995687,0.04511669,0.395412
2612,tour_iduzm63pci,0.28597012,0.1852489,0.034943778,0.15205565,0.12270594,0.21907564
2613,tour_id3y6a6afu,0.2771644,0.44983366,0.01609279,0.03732609,0.047430415,0.17215261
2614,tour_idm8cv6ri8,0.2080687,0.6175574,0.0675413,0.01882808,0.023446586,0.064557895
2615,tour_idt5zr5u5b,0.25706807,0.44980466,0.013950906,0.016053015,0.013723429,0.2493999
2616,tour_id9hvzy0e2,0.054364715,0.035237953,0.002437162,0.04506194,0.65330034,0.2095979
2617,tour_ideoqm255b,0.50224966,0.20886657,0.008289123,0.008305692,0.025725994,0.246563
2618,tour_id4nmgny8j,0.35481486,0.12526777,0.008373399,0.04167084,0.20952286,0.26035026
2619,tour_idtjwptpzw,0.3710676,0.2727265,0.011820625,0.0077560605,0.045840595,0.29078862
2620,tour_idgpxllyx8,0.38231325,0.05165498,0.0026717586,0.008758221,0.06993483,0.48466697
2621,tour_idt0hghnhy,0.3896051,0.11719136,0.0047951387,0.11397822,0.077235706,0.29719442
2622,tour_id27i1x5hs,0.19730362,0.33753982,0.02339463,0.09802402,0.07741133,0.26632655
2623,tour_id2ncd5671,0.19746177,0.5265645,0.022134572,0.029711956,0.01657693,0.20755027
2624,tour_id2uxe65q7,0.05341787,0.042923898,0.0024423415,0.054144334,0.39159247,0.45547906
2625,tour_id26yybnej,0.31832942,0.0627609,0.002398027,0.022241775,0.10752038,0.48674947
2626,tour_idcglrx651,0.16054133,0.0775358,0.0029939509,0.10688529,0.046510424,0.6055332
2627,tour_idocf8dwih,0.23859003,0.55076265,0.0066694994,0.010383695,0.012643366,0.18095076
2628,tour_idzhmxm7av,0.2820363,0.5461079,0.0076162606,0.026951423,0.011322506,0.12596555
2629,tour_idbs3aln2t,0.30865985,0.49353608,0.01062354,0.009144178,0.022378948,0.15565737
2630,tour_idqfstytfu,0.22702262,0.044967726,0.0064200913,0.07710821,0.02036276,0.6241186
2631,tour_idxyighh6z,0.06361999,0.22682378,0.0030312848,0.02157067,0.17685524,0.508099
2632,tour_id6mr6rpwe,0.20131783,0.07009554,0.011217163,0.013473682,0.048455004,0.6554408
2633,tour_id2s9le4av,0.035363097,0.050941803,0.0016791362,0.043182902,0.59024036,0.27859274
2634,tour_idn30dche5,0.4692448,0.06797563,0.002377341,0.032207653,0.09840815,0.3297864
2635,tour_idkils68ti,0.081702314,0.7706232,0.05116011,0.0043461905,0.006629611,0.08553861
2636,tour_idkkxr5rb1,0.23097336,0.14701903,0.009594691,0.037291717,0.20041908,0.37470213
2637,tour_idx82i13w3,0.2041714,0.68516386,0.008871809,0.020167433,0.015612977,0.066012464
2638,tour_idodhpd3qt,0.40300912,0.24617332,0.011385968,0.006990913,0.04848312,0.28395757
2639,tour_idyskr4rzl,0.14376007,0.45656586,0.0055770306,0.03451109,0.05338105,0.3062049
2640,tour_idrswit9lx,0.20068175,0.6162087,0.0104814265,0.03607987,0.008190998,0.12835728
2641,tour_idpcgzyis1,0.47761595,0.36205485,0.014947997,0.010874667,0.00894972,0.12555681
2642,tour_idpvpow6px,0.030877499,0.038509626,0.001864489,0.029862972,0.7380973,0.1607881
2643,tour_iduuaok1lz,0.075901374,0.16821888,0.002814222,0.09021323,0.25450405,0.40834826
2644,tour_idtb6c4nj3,0.23788594,0.26492563,0.0067418246,0.01136397,0.19045384,0.28862885
2645,tour_idpm3xmcyb,0.21910603,0.4821181,0.02141699,0.02288185,0.015686315,0.23879075
2646,tour_id08l465ym,0.28696644,0.040161736,0.0027677056,0.031807292,0.12853341,0.5097634
2647,tour_idqv215reh,0.31809995,0.3919894,0.009492017,0.0061295205,0.025659837,0.24862923
2648,tour_idccengkae,0.55482996,0.3192868,0.003855465,0.015069585,0.012820693,0.094137505
2649,tour_idabw61k8p,0.11440677,0.69977367,0.11622773,0.003157582,0.013750473,0.0526838
2650,tour_id28p90kta,0.27129912,0.4027262,0.006067452,0.049581207,0.03909,0.231236
2651,tour_idenv865ck,0.23025031,0.2981891,0.24145369,0.038538516,0.013991912,0.17757644
2652,tour_idv5ijcc8u,0.19223101,0.7138277,0.027873846,0.012361025,0.011156866,0.042549543
2653,tour_idho7mveyo,0.3401509,0.44348183,0.028288795,0.0081907585,0.041378014,0.13850974
2654,tour_id0ok7v3cg,0.28653958,0.0625023,0.0035020637,0.015041981,0.097225174,0.5351889
2655,tour_idhupf95ai,0.46076155,0.10090308,0.005769827,0.014268356,0.009846579,0.40845057
2656,tour_idi27sltm2,0.20178302,0.13737807,0.010935394,0.024653064,0.10783182,0.5174186
2657,tour_idgv52a2rc,0.4615482,0.12629999,0.004878913,0.02429693,0.006783937,0.37619197
2658,tour_idqgxvl2uy,0.23783043,0.6588612,0.0075513455,0.012816014,0.007329314,0.07561166
2659,tour_id3vuw0klw,0.45720026,0.31164593,0.0060426597,0.016012104,0.03226212,0.17683695
2660,tour_idfrzbytjv,0.18016246,0.07274897,0.002665711,0.03547692,0.1732133,0.5357326
2661,tour_idpwm1g5x1,0.37062636,0.095198795,0.0039219535,0.04352757,0.1686025,0.31812286
2662,tour_idj6xa0olp,0.52778876,0.12650982,0.0060074655,0.014086367,0.07494771,0.2506599
2663,tour_idgj3565q2,0.059900455,0.04940884,0.0041186996,0.05342902,0.37843361,0.45470938
2664,tour_id46fiz614,0.15841988,0.7425304,0.005339373,0.008890456,0.004626025,0.08019387
2665,tour_id200yo862,0.17294376,0.69887316,0.054888096,0.0076314607,0.0031085147,0.06255506
2666,tour_id68g1rarr,0.29388967,0.058158845,0.0030306287,0.012877291,0.09143588,0.5406077
2667,tour_idojvjsn12,0.11588583,0.043494582,0.0021959445,0.007608348,0.0798428,0.7509725
2668,tour_idkdqjuy5q,0.13879251,0.026846306,0.0020980104,0.075346835,0.13233285,0.6245835
2669,tour_idw75ih5d6,0.026152616,0.040186394,0.0028125977,0.09072159,0.62950766,0.21061914
2670,tour_iddioeidih,0.05681002,0.11771324,0.0046001174,0.028346255,0.08788053,0.7046498
2671,tour_id4hh0qqf0,0.08304643,0.047446456,0.0022718445,0.019709164,0.058102626,0.78942347
2672,tour_idf1zzkhtf,0.1567857,0.06308505,0.003097255,0.03782411,0.1896091,0.5495988
2673,tour_idpi807ekm,0.30110645,0.099823,0.0031986418,0.01073177,0.03205911,0.55308104
2674,tour_id8jcygeqn,0.19009285,0.6889313,0.0404269,0.012500586,0.019155942,0.048892405
2675,tour_id9sfl2eso,0.27356318,0.029233297,0.002562392,0.038136028,0.1775961,0.478909
2676,tour_id6v8h699s,0.43268457,0.10736446,0.0027839246,0.024959924,0.09677933,0.3354278
2677,tour_idqmo1jrpn,0.06990259,0.027672058,0.010275329,0.056579,0.3907818,0.4447892
2678,tour_idbya621zf,0.3414264,0.08332393,0.00857609,0.015190237,0.018440101,0.5330432
2679,tour_idtz7heo3b,0.21764846,0.41802287,0.015828265,0.04303892,0.033004556,0.2724569
2680,tour_id8ohahhz0,0.14677541,0.082469,0.0021807505,0.028238911,0.29692757,0.44340843
2681,tour_idrhw98mer,0.3525796,0.1750382,0.0033158443,0.036780506,0.0790844,0.35320148
2682,tour_idlvy0xy5f,0.0752174,0.04592132,0.0038076665,0.07190191,0.41090378,0.39224795
2683,tour_idrdqfwyue,0.55608803,0.13001692,0.005062488,0.012167681,0.056436215,0.24022862
2684,tour_idjqa5abc3,0.34039283,0.09740568,0.008372032,0.07388318,0.06600555,0.41394076
2685,tour_idkraiph8w,0.019053407,0.039724488,0.0026950552,0.06855102,0.074405305,0.7955708
2686,tour_idkm6orn96,0.11558401,0.04815016,0.003270238,0.08908607,0.29084042,0.4530691
2687,tour_idyir875dr,0.38235357,0.10417669,0.0031161217,0.008069408,0.042110756,0.46017343
2688,tour_id1j0c3hr9,0.21624374,0.6884266,0.0038909903,0.013817939,0.004933598,0.07268709
2689,tour_idnz5fsm0v,0.30714828,0.4505251,0.018692859,0.070227385,0.029715607,0.12369076
2690,tour_idlveraf4a,0.0643015,0.7770215,0.08132697,0.0038198659,0.0057285666,0.067801565
2691,tour_idz1gwizxy,0.10891285,0.639092,0.19658548,0.0070126555,0.016770035,0.031627
2692,tour_idiqvn24or,0.22981122,0.06696843,0.008478628,0.082646884,0.08085511,0.5312397
2693,tour_id7ncvnu97,0.02217379,0.03960525,0.003148933,0.04236421,0.6536777,0.2390301
2694,tour_idzqihsmpf,0.022986226,0.028419007,0.002683569,0.015139048,0.70768875,0.22308338
2695,tour_iduw2sz34i,0.3597425,0.0596204,0.005335566,0.040306628,0.01630662,0.51868826
2696,tour_idbgv1087k,0.4994533,0.19849077,0.04658108,0.0053998884,0.03488632,0.21518867
2697,tour_idy5v1utuy,0.5667038,0.20058331,0.023539046,0.019254344,0.013571165,0.17634837
2698,tour_idmu9g96yx,0.06967938,0.06215278,0.0041294442,0.04033052,0.33900955,0.48469827
2699,tour_id6kn2wn2b,0.38603717,0.16001885,0.0042417147,0.010462929,0.016300377,0.42293894
2700,tour_idm0ioj8jj,0.14662513,0.05906512,0.0061324374,0.10162489,0.15499683,0.53155553
2701,tour_idvj0gsm33,0.23091868,0.16763553,0.0029912507,0.08972019,0.12398036,0.38475403
2702,tour_idtlhydm7s,0.36535665,0.14402872,0.00837884,0.028184932,0.16350476,0.29054603
2703,tour_ida2yet8ty,0.2271679,0.18503152,0.012961907,0.27261186,0.08771224,0.21451457
2704,tour_id78q3rwfe,0.31707492,0.2635027,0.007644913,0.033580806,0.09887905,0.27931762
2705,tour_idedjbsxzy,0.19453435,0.728445,0.0062583103,0.010679229,0.008551323,0.05153176
2706,tour_id6qhfzk9v,0.22512585,0.59239584,0.13473254,0.0042919028,0.010673136,0.03278068
2707,tour_idtpwyxqjo,0.16108708,0.7534313,0.034379475,0.009941239,0.01052233,0.030638523
2708,tour_idokhpol7h,0.3760802,0.35047835,0.007268324,0.056907877,0.01005299,0.19921221
2709,tour_idmibbhns0,0.38183707,0.052140277,0.0023731114,0.08098807,0.08168947,0.400972
2710,tour_idpuxvdsqm,0.46101472,0.08376698,0.002755007,0.08201036,0.10910395,0.26134893
2711,tour_idevjk4r9i,0.3287981,0.13736853,0.009100715,0.11066107,0.13207112,0.28200048
2712,tour_idr0nuknax,0.23168305,0.07674278,0.007519816,0.26007602,0.10464633,0.319332
2713,tour_idagrd6mvf,0.23109242,0.643677,0.015346319,0.022258643,0.012995752,0.07462988
2714,tour_id61uk3dw3,0.04513888,0.11318621,0.0074486714,0.11506323,0.47117504,0.24798802
2715,tour_idzdahqnlv,0.046274118,0.051216003,0.0040720785,0.044910204,0.41229817,0.44122943
2716,tour_id6nvodusp,0.1817065,0.5940791,0.09962878,0.020675318,0.030186636,0.0737237
2717,tour_id2xz2scge,0.14864118,0.71904993,0.0587783,0.007896735,0.0055423253,0.060091585
2718,tour_idtc1ivckg,0.053540155,0.055674955,0.0044607245,0.0296536,0.43658173,0.42008883
2719,tour_id1d9fwn92,0.5764331,0.07025317,0.0023561034,0.04031549,0.01707397,0.29356813
2720,tour_idcls1uf3n,0.3017781,0.29339072,0.0068756673,0.0066360845,0.054133136,0.33718628
2721,tour_idqi6nvow6,0.29029304,0.59081113,0.016972793,0.014852268,0.035528913,0.05154182
2722,tour_idqx5v83cy,0.15910739,0.0428864,0.0026012217,0.07612148,0.05442658,0.6648569
2723,tour_idulypujjy,0.37668577,0.23159614,0.009138886,0.023160195,0.110165335,0.2492537
2724,tour_iddsmzm9vw,0.22887717,0.66679764,0.0074009104,0.019091086,0.009235779,0.068597354
2725,tour_idjvsk00y9,0.4176457,0.46000612,0.008608925,0.032463573,0.020586714,0.06068894
2726,tour_id2ewutatz,0.27932206,0.57730937,0.06591965,0.0044793854,0.011056887,0.061912615
2727,tour_idyp47t9oi,0.31859192,0.059920046,0.003057389,0.05086484,0.061630674,0.50593513
2728,tour_idwxcxgta0,0.26976442,0.6087011,0.011332555,0.01299035,0.010512829,0.08669876
2729,tour_idh0pp6wxz,0.06722161,0.15647964,0.0070033735,0.037905183,0.30165166,0.42973855
2730,tour_id57hdbsg2,0.15409255,0.7672623,0.02134673,0.0035658113,0.0061867763,0.047545843
2731,tour_idonewoxsg,0.17281939,0.26760247,0.011447162,0.074144475,0.1401082,0.3338783
2732,tour_idhl5z924a,0.23028748,0.05437285,0.0024484368,0.03788004,0.054812435,0.6201987
2733,tour_id18d3g4qz,0.2977877,0.57032776,0.029212255,0.011019206,0.012207063,0.07944598
2734,tour_id73s9wi7n,0.1495256,0.2457387,0.008927908,0.026077349,0.25757283,0.31215763
2735,tour_idigv19f3b,0.42271033,0.41070184,0.030808626,0.014075946,0.022126112,0.09957717
2736,tour_idtn30xzv4,0.35451844,0.42431876,0.0053350823,0.0106,0.010462448,0.19476521
2737,tour_idkru2hnu9,0.46955472,0.37589923,0.005636454,0.009362973,0.007816047,0.13173057
2738,tour_id8ede13ii,0.1932382,0.4956445,0.001894509,0.03604168,0.0149411475,0.25823992
2739,tour_idvd90s85i,0.11486554,0.05475851,0.0022756737,0.018507617,0.07993392,0.7296588
2740,tour_id2i0o9xoz,0.44669273,0.3473398,0.02296287,0.014233591,0.024640458,0.14413048
2741,tour_id9hrduoec,0.33592552,0.2990942,0.010144667,0.036742635,0.06418452,0.25390843
2742,tour_idbo64pmn5,0.25961503,0.3353196,0.009789218,0.0059230137,0.114177436,0.27517566
2743,tour_idjo0zm6hz,0.22904803,0.36911243,0.009125328,0.07441175,0.042158876,0.27614358
2744,tour_idzzc6zf8a,0.09289701,0.8270039,0.0120441085,0.01323978,0.02092852,0.033886705
2745,tour_idusjzg9u7,0.09891417,0.038690705,0.0024053247,0.034845598,0.07592805,0.74921614
2746,tour_idjt7ofgif,0.32843068,0.18041661,0.0052302247,0.02170935,0.019559596,0.4446535
2747,tour_id3se7tr1m,0.22248216,0.68540776,0.014469958,0.014967169,0.009769677,0.05290332
2748,tour_idrijg5c0a,0.21191743,0.354738,0.0071046897,0.03817639,0.032129936,0.35593355
2749,tour_idkvahcc1y,0.30126792,0.096542396,0.0032757223,0.027337428,0.024992203,0.54658437
2750,tour_id0cew0qaj,0.39601412,0.22080585,0.009202955,0.07828238,0.018118277,0.27757645
2751,tour_idxmv7lsya,0.111868925,0.308391,0.22882196,0.06534184,0.031461023,0.2541152
2752,tour_idkem7mkft,0.43653113,0.32657984,0.008039724,0.0050876434,0.03141067,0.192351
2753,tour_idnpoygmk1,0.02313037,0.017183278,0.002312878,0.06228507,0.16992678,0.7251616
2754,tour_ideehg21fe,0.20835105,0.65183693,0.07280137,0.005231793,0.01993349,0.041845374
2755,tour_idhhuemhvb,0.053960867,0.059676167,0.003387766,0.025959525,0.24878012,0.6082356
2756,tour_idk56obzm2,0.11432222,0.7242749,0.006766805,0.0036067346,0.015964886,0.13506451
2757,tour_id2i93efss,0.45194915,0.40788886,0.017115783,0.047013853,0.010374146,0.06565827
2758,tour_idziz7uaw9,0.16215745,0.09244625,0.009015519,0.06641742,0.19682544,0.4731379
2759,tour_id2ewqeipn,0.27831316,0.4328696,0.007424683,0.0248098,0.020932157,0.23565063
2760,tour_id8eur4b07,0.27875498,0.45044485,0.07624409,0.008174326,0.05446044,0.13192134
2761,tour_id7fumzc0d,0.13789861,0.044621207,0.0020917738,0.018399563,0.061250873,0.7357379
2762,tour_idawjw9yxq,0.40033793,0.08524773,0.0033144879,0.029404026,0.0716708,0.410025
2763,tour_idxgoxdmrv,0.17737599,0.60749656,0.007439626,0.028457824,0.058426186,0.120803855
2764,tour_iduatvwyq5,0.25259727,0.4309041,0.007154653,0.01101819,0.03165954,0.2666663
2765,tour_idtxuvy1m9,0.2965435,0.23504724,0.0043356186,0.0122026885,0.019907504,0.43196347
2766,tour_ido2odp3ot,0.16924377,0.69475424,0.0062710172,0.015687848,0.018981455,0.09506165
2767,tour_id7gnk1ivf,0.22231276,0.669528,0.0050053354,0.023441598,0.01657839,0.063133955
2768,tour_idja1skqz5,0.42748508,0.32983696,0.0057741893,0.04905068,0.023341415,0.16451168
2769,tour_id922up0vi,0.3471974,0.10518281,0.0052777887,0.0054408545,0.0118609965,0.52504015
2770,tour_idmf7r20ox,0.17116843,0.70281696,0.08045882,0.014359721,0.0062706685,0.024925388
2771,tour_idl2s4xou3,0.29669666,0.045964174,0.0028073625,0.008611934,0.07698143,0.56893843
2772,tour_idhx6p1ibx,0.091934115,0.22070214,0.0051455097,0.01819802,0.3301551,0.33386514
2773,tour_idihrj2f3n,0.05735161,0.07409785,0.003877428,0.04109573,0.26515105,0.5584263
2774,tour_idpozoayvk,0.32928446,0.45262784,0.018177308,0.035858024,0.074088484,0.0899639
2775,tour_idktj58teq,0.27304533,0.33659443,0.0065069734,0.027791204,0.06292477,0.29313728
2776,tour_id0ue6iywk,0.44881654,0.32891956,0.008358065,0.027884053,0.04195059,0.14407116
2777,tour_id4t6zcibg,0.11444722,0.54826784,0.21351323,0.034594055,0.02400811,0.06516956
2778,tour_iddfmuongr,0.36753142,0.11592126,0.004957898,0.0143491095,0.02834158,0.4688988
2779,tour_ids1hnfvx8,0.13451798,0.7507948,0.007030232,0.014318016,0.023256918,0.07008204
2780,tour_idwrfbzvd8,0.37008193,0.044300612,0.0017790996,0.01989106,0.014154753,0.5497926
2781,tour_id728u8ad5,0.043332156,0.038015634,0.0038927027,0.0785625,0.051184647,0.7850124
2782,tour_id0fci79w7,0.16060603,0.11232406,0.0032025897,0.114053816,0.14676054,0.463053
2783,tour_idkc6sfpwm,0.17422457,0.048749052,0.002079436,0.01913665,0.05449165,0.7013187
2784,tour_id0bbz7c8r,0.27755883,0.40820694,0.059782114,0.0034462437,0.006153401,0.24485248
2785,tour_idu5k1i70y,0.12900573,0.75078225,0.0022796444,0.018092941,0.03949874,0.060340658
2786,tour_idmeegiyxy,0.30707538,0.09172376,0.014282665,0.021752233,0.028919157,0.5362468
2787,tour_idvcqmyreg,0.36513498,0.517972,0.025909122,0.010296619,0.011994375,0.0686929
2788,tour_id8bl1zbz9,0.044385288,0.05989783,0.0034039584,0.058394264,0.62331116,0.2106075
2789,tour_id4la6c1m5,0.37492853,0.21072973,0.0076380917,0.014858062,0.046411544,0.34543407
2790,tour_idg2jsxjsp,0.35789892,0.26386225,0.008732156,0.022493664,0.023749107,0.32326388
2791,tour_idgmlaw228,0.13620143,0.67811245,0.059055466,0.020243764,0.035581138,0.07080581
2792,tour_id7qe7toc0,0.61091566,0.15803584,0.006565857,0.0115703,0.027320359,0.18559198
2793,tour_id1owsurlf,0.5652494,0.1764668,0.012063132,0.0039913654,0.024199057,0.2180303
2794,tour_ids04pqais,0.2528705,0.23991165,0.045418456,0.015093854,0.009959108,0.4367464
2795,tour_idwkn1soef,0.3118903,0.22210349,0.0061017973,0.007958468,0.27609205,0.17585388
